Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DRUA,"Dominion Energy, Inc.",26.17,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/drua
DS,Drive Shack Inc.,1.66,$111.34M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ds
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,0.4521,$11.86M,2014,n/a,n/a,https://old.nasdaq.com/symbol/dse
DSL,DoubleLine Income Solutions Fund,15.44,$1.57B,2013,n/a,n/a,https://old.nasdaq.com/symbol/dsl
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",7.5,$370.66M,1989,n/a,n/a,https://old.nasdaq.com/symbol/dsm
DSSI,Diamond S Shipping Inc.,8.51,$344.23M,2019,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DSU,"Blackrock Debt Strategies Fund, Inc.",9.7,$454.14M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dsu
DSX,Diana Shipping inc.,1.37,$122.31M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DT,"Dynatrace, Inc.",42.4,$11.92B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt
DTE,DTE Energy Company,114.01,$21.96B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.3552,$122.32M,1991,n/a,n/a,https://old.nasdaq.com/symbol/dtf
DTJ,DTE Energy Company,25.85,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj
DTP,DTE Energy Company,44.22,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp
DTQ,DTE Energy Company,25.5868,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtq
DTW,DTE Energy Company,26.061,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.46,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.33,$256.53M,1993,n/a,n/a,https://old.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,81.29,$59.74B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
DUKB,Duke Energy Corporation,27.76,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.82,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh
DVA,DaVita Inc.,88.49,$10.78B,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DVD,"Dover Motorsports, Inc.",1.425,$51.89M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd
DVN,Devon Energy Corporation,10.43,$3.99B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DX,"Dynex Capital, Inc.",15.22,$349.79M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
DXC,DXC Technology Company,17.13,$4.35B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",43.46,$1.37B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,19.8,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dyfn
E,ENI S.p.A.,19.82,$35.4B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
EAB,"Entergy Arkansas, LLC",25.6,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, LLC",25.73,n/a,2013,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eae
EAF,GrafTech International Ltd.,6.52,$1.74B,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eaf
EAI,"Entergy Arkansas, LLC",25.93,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai
EARN,Ellington Residential Mortgage REIT,10.58,$130.34M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn
EAT,"Brinker International, Inc.",26.47,$1.19B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/eat
EB,"Eventbrite, Inc.",8.68,$787.3M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb
EBF,"Ennis, Inc.",17.26,$450.02M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,7.54,$11.83B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/ebr.b
EBS,"Emergent Biosolutions, Inc.",94.78,$4.97B,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs
EC,Ecopetrol S.A.,12.2,$25.08B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
ECC           ,Eagle Point Credit Company Inc.,7.33,$218.84M,2014,n/a,n/a,https://old.nasdaq.com/symbol/ecc
ECCB,Eagle Point Credit Company Inc.,24.2,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,23.56,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,23.53,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/eccy
ECL,Ecolab Inc.,212.04,$60.27B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
ECOM          ,ChannelAdvisor Corporation,21.13,$599.36M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ecom
ECT,ECA Marcellus Trust I,0.4279,$7.53M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect
ED,Consolidated Edison Inc,74.76,$24.98B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ed
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",5.79,$382.67M,2007,n/a,n/a,https://old.nasdaq.com/symbol/edd
EDF,Stone Harbor Emerging Markets Income Fund,6.95,$114.16M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,7.7157,$75.59M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),4.21,$184.2M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn
EDU,"New Oriental Education & Technology Group, Inc.",139.75,$22.14B,2006,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/edu
EE,El Paso Electric Company,68.4,$2.79B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee
EEA,"European Equity Fund, Inc. (The)",9.19,$69.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eea
EEX,"Emerald Holding, Inc.",2.85,$203.62M,2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex
EFC,Ellington Financial Inc.,12,$525.36M,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/efc
EFF,Eaton vance Floating-Rate Income Plus Fund,14.03,$106.72M,2013,n/a,n/a,https://old.nasdaq.com/symbol/eff
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,8.33,$196.73M,2017,n/a,n/a,https://old.nasdaq.com/symbol/efl
EFR,Eaton Vance Senior Floating-Rate Fund,11.42,$420.81M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr
EFT,Eaton Vance Floating Rate Income Trust,11.57,$461.22M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eft
EFX,"Equifax, Inc.",165.36,$20.08B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
EGF,"Blackrock Enhanced Government Fund, Inc",13.26,$62.79M,2005,n/a,n/a,https://old.nasdaq.com/symbol/egf
EGHT,8x8 Inc,16.42,$1.7B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
EGO,Eldorado Gold Corporation,12.33,$2.06B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
EGP,"EastGroup Properties, Inc.",124.07,$4.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EGY,"VAALCO Energy, Inc. ",1.18,$67.8M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/egy
EHC,Encompass Health Corporation,66.78,$6.64B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
EHI,Western Asset Global High Income Fund Inc,9.71,$428.28M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ehi
EHT,Eaton Vance High Income 2021 Target Term Trust,9.57,$205.42M,2016,n/a,n/a,https://old.nasdaq.com/symbol/eht
EIC,Eagle Point Income Company Inc.,12.76,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/eic
EIG,Employers Holdings Inc,33.22,$972.38M,2007,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig
EIX,Edison International,53.16,$20.09B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
EL,"Estee Lauder Companies, Inc. (The)",192.84,$69.42B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
ELAN,Elanco Animal Health Incorporated,21.3,$8.5B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
ELAT,Elanco Animal Health Incorporated,37.86,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elat
ELC,"Entergy Louisiana, Inc.",25.91,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc
ELF,"e.l.f. Beauty, Inc.",17.58,$886.93M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf
ELJ,"Entergy Louisiana, Inc.",26.04,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj
ELP,Companhia Paranaense de Energia (COPEL),12.53,$3.43B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
ELS,"Equity Lifestyle Properties, Inc.",65.43,$11.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
ELU,"Entergy Louisiana, Inc.",25.52,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu
ELVT,"Elevate Credit, Inc.",1.72,$73.28M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
ELY,Callaway Golf Company,18.99,$1.79B,1992,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely
EMD,Western Asset Emerging Markets Debt Fund Inc,12.4,$753.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emd
EME,"EMCOR Group, Inc.",64.49,$3.54B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme
EMF,Templeton Emerging Markets Fund,15.25,$252.39M,1987,n/a,n/a,https://old.nasdaq.com/symbol/emf
EMN,Eastman Chemical Company,78.42,$10.66B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,2.16,$154.9M,2011,n/a,n/a,https://old.nasdaq.com/symbol/emo
EMP,"Entergy Mississippi, LLC",26,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp
EMR,Emerson Electric Company,63.41,$37.89B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr
ENB,Enbridge Inc,31.31,$63.41B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,24.54,n/a,2018,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba
ENBL,"Enable Midstream Partners, LP",4.59,$2B,2014,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl
ENIA,Enel Americas S.A.,7.7,$11.75B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,3.99,$5.52B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic
ENJ,"Entergy New Orleans, LLC",25.7253,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj
ENLC,"EnLink Midstream, LLC",2.46,$1.2B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
ENO,"Entergy New Orleans, LLC",26.6532,n/a,2016,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno
ENR,"Energizer Holdings, Inc.",49.11,$3.36B,2015,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr
ENS,Enersys,68.55,$2.91B,2004,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens
ENV,"Envestnet, Inc",80.56,$4.31B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
ENVA,"Enova International, Inc.",13.7,$411.54M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
ENZ,"Enzo Biochem, Inc.",2.51,$120.21M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
EOD,Wells Fargo Global Dividend Opportunity Fund,4.41,$193.17M,2007,n/a,n/a,https://old.nasdaq.com/symbol/eod
EOG,"EOG Resources, Inc.",48.56,$28.26B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
EOI,Eaton Vance Enhance Equity Income Fund,15.06,$592.22M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,17.94,$891.26M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
EOT,Eaton Vance Municipal Income Trust,19.92,$305.04M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
EPAC,Enerpac Tool Group Corp.,19.64,$1.17B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
EPAM,"EPAM Systems, Inc.",280.05,$15.58B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
EPC,Edgewell Personal Care,29.34,$1.59B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EPD,Enterprise Products Partners L.P.,18.11,$39.59B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
EPR,EPR Properties,31.19,$2.42B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
EPRT,"Essential Properties Realty Trust, Inc.",15.33,$1.41B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
EQC,Equity Commonwealth,31.41,$3.82B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
EQH,"Equitable Holdings, Inc.",20.28,$9.14B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQNR,Equinor ASA,15.49,$50.31B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
EQR,Equity Residential,53.33,$19.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.42,$19.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs
EQT,EQT Corporation,13.41,$3.43B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
ERF,Enerplus Corporation,2.65,$589.79M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
ERJ,Embraer S.A.,6.15,$1.13B,2000,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj
EROS,Eros International PLC,3.58,$584.01M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
ES,Eversource Energy,88.7,$30.38B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
ESE,ESCO Technologies Inc.,87.42,$2.28B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
ESI,Element Solutions Inc.,10.99,$2.73B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
ESNT,Essent Group Ltd.,34.8,$3.91B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
ESRT,"Empire State Realty Trust, Inc.",6.38,$1.89B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
ESS,"Essex Property Trust, Inc.",212.56,$13.91B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
ESTC,Elastic N.V.,90.44,$7.71B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
ESTE,"Earthstone Energy, Inc.",2.97,$192.79M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
ET,Energy Transfer L.P.,6.38,$17.19B,1996,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,13.69,$363.9M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.76,$1.13B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETH,Ethan Allen Interiors Inc.,11.69,$292.87M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.75,$622.06M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
ETM,Entercom Communications Corp.,1.4,$189.28M,1999,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm
ETN,"Eaton Corporation, PLC",95.23,$38.09B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.19,$332.29M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETR,Entergy Corporation,101.73,$20.36B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
ETRN,Equitrans Midstream Corporation,9.29,$4.02B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
ETV,Eaton Vance Corporation,14.04,$1.27B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,8.71,$936.21M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.4,$232.02M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.85,$1.65B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
EURN,Euronav NV,9.48,$2B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
EV,Eaton Vance Corporation,37.6,$4.3B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
EVA,"Enviva Partners, LP",37.82,$1.5B,2015,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva
EVC,Entravision Communications Corporation,1.37,$115.21M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
EVF,Eaton Vance Senior Income Trust,5.55,$210.16M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,11.23,$200.8M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg
EVH,"Evolent Health, Inc",11.01,$941.09M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh
EVN,Eaton Vance Municipal Income Trust,12.89,$511.31M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn
EVR,Evercore Inc.,56.58,$2.29B,2006,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr
EVRG,"Evergy, Inc.",63.98,$14.51B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
EVRI,Everi Holdings Inc.,5.67,$483.77M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.52,$1.43B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt
EVTC,"Evertec, Inc.",31.32,$2.25B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc
EW,Edwards Lifesciences Corporation,78.69,$150.14B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.13,$88.85M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.465,$2.26B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg
EXK,Endeavour Silver Corporation,4.48,$644.4M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk
EXP,Eagle Materials Inc,82.37,$3.44B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp
EXPR,"Express, Inc.",1.15,$74.13M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr
EXR,Extra Space Storage Inc,95.56,$12.34B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
EXTN,Exterran Corporation,4.95,$164.1M,2015,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn
EZT,Entergy Texas Inc,26.37,n/a,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ezt
F,Ford Motor Company,6.93,$27.56B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/f
FAF,First American Corporation (The),52.85,$5.89B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf
FAM,First Trust/Aberdeen Global Opportunity Income Fund,10.25,$130.25M,2006,n/a,n/a,https://old.nasdaq.com/symbol/fam
FBC,"Flagstar Bancorp, Inc.",28.82,$1.63B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fbc
FBHS,"Fortune Brands Home & Security, Inc.",74.26,$10.24B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/fbhs
FBK,FB Financial Corporation,24.8,$796.11M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk
FBM,"Foundation Building Materials, Inc.",14.32,$618.66M,2017,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fbm
